User_ID,Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score
U23055,53,Male,4.6,2.0,Vegan,2.7,High,387,558.04,89.0,54.9
U23056,47,Male,8.9,4.0,Non-Vegetarian,8.3,High,57,325.98,45.0,74.38
U23057,37,Female,7.7,8.0,Non-Vegetarian,4.1,High,330,285.59,73.0,85.55
U23058,28,Male,7.9,10.0,Vegetarian,1.0,Medium,196,424.98,78.0,63.55
U23059,38,Male,,,Non-Vegetarian,5.2,Medium,50,481.09,47.0,37.32
U23060,37,Male,4.1,1.0,Non-Vegetarian,1.6,High,237,530.95,99.0,70.07
U23061,23,Male,7.4,7.0,Vegan,6.6,Low,264,459.01,40.0,24.12
U23062,43,Female,,2.0,Non-Vegetarian,7.1,Medium,457,242.0,89.0,100.0
U23063,40,Male,9.3,9.0,Non-Vegetarian,11.7,Medium,435,259.08,90.0,81.17
U23064,22,Female,9.6,5.0,Non-Vegetarian,1.1,Low,341,303.08,84.0,87.22
U23065,42,Male,8.8,8.0,Non-Vegetarian,6.0,Low,240,367.07,69.0,56.12
U23066,46,Female,6.6,7.0,Vegetarian,4.8,Medium,68,588.29,84.0,39.59
U23067,21,Male,5.9,4.0,Vegetarian,2.8,Low,456,256.99,68.0,76.65
U23068,44,Male,,2.0,Non-Vegetarian,7.8,Low,251,307.77,71.0,70.29
U23069,27,Female,7.2,10.0,Non-Vegetarian,2.0,Medium,50,593.38,92.0,42.5
U23070,51,Female,5.8,5.0,Non-Vegetarian,7.6,Medium,4,473.93,44.0,38.13
U23071,44,Female,7.2,10.0,Vegetarian,5.9,Low,235,561.66,91.0,27.74
U23072,25,Female,8.5,10.0,Non-Vegetarian,6.0,Low,311,567.19,77.0,20.75
U23073,52,Female,,1.0,Non-Vegetarian,10.4,Medium,205,399.49,42.0,46.52
U23074,45,Male,6.9,10.0,Vegetarian,3.5,Medium,414,576.73,51.0,14.65
U23075,26,Female,7.9,8.0,Non-Vegetarian,5.6,Low,263,396.81,57.0,43.5
U23076,51,Male,9.4,4.0,Non-Vegetarian,10.5,Low,213,338.52,79.0,68.87
U23077,47,Female,8.7,1.0,Non-Vegetarian,4.6,Low,172,436.99,57.0,55.73
U23078,34,Male,,8.0,Vegetarian,9.9,Medium,138,392.68,81.0,61.84
U23079,50,Female,8.5,1.0,Non-Vegetarian,9.2,Low,94,577.65,57.0,26.55
U23080,46,Male,6.3,1.0,Vegan,2.0,Medium,34,522.1,44.0,46.9
U23081,54,Male,4.5,9.0,Non-Vegetarian,8.2,High,220,565.22,73.0,26.6
U23082,30,Female,7.9,,Non-Vegetarian,11.7,Low,246,488.37,50.0,29.94
U23083,46,Male,7.4,2.0,Vegetarian,1.7,Medium,244,431.23,69.0,71.0
U23084,57,Female,9.0,5.0,Vegetarian,7.1,Low,366,419.16,45.0,37.67
U23085,56,Female,5.1,9.0,Vegan,5.8,Low,469,305.12,50.0,43.27
U23086,31,Female,9.8,8.0,Vegetarian,8.8,High,105,414.16,68.0,63.27
U23087,25,Female,9.2,9.0,Non-Vegetarian,2.6,Low,321,326.12,60.0,60.73
U23088,49,Other,8.9,8.0,Vegetarian,2.7,Medium,419,416.53,47.0,48.45
U23089,28,Male,6.7,8.0,Vegetarian,2.9,Low,323,310.93,40.0,49.77
U23090,52,Female,6.0,2.0,Vegetarian,1.8,High,194,342.19,74.0,91.39
U23091,22,Female,9.1,2.0,Non-Vegetarian,11.7,Low,352,444.12,72.0,46.59
U23092,54,Female,6.4,2.0,Non-Vegetarian,9.5,Low,189,367.41,,69.53
U23093,22,Male,7.2,3.0,Non-Vegetarian,6.1,Low,325,311.83,49.0,60.28
U23094,19,Female,5.9,4.0,Vegetarian,11.8,Low,299,304.33,40.0,44.4
U23095,43,Female,7.7,3.0,Non-Vegetarian,4.6,Low,33,209.77,79.0,100.0
U23096,47,Female,7.9,10.0,Non-Vegetarian,3.6,Medium,331,279.9,45.0,64.63
U23097,30,Female,4.1,9.0,Non-Vegetarian,10.0,High,497,391.28,97.0,58.55
U23098,55,Female,4.9,7.0,Non-Vegetarian,10.7,Low,187,433.24,97.0,47.3
U23099,57,Male,7.9,2.0,Vegetarian,11.5,High,54,480.81,49.0,47.83
U23100,44,Female,9.1,7.0,Vegetarian,3.8,High,11,443.98,88.0,78.28
U23101,34,Female,9.1,6.0,Vegetarian,3.6,Low,425,485.06,,31.96
U23102,32,Female,5.7,10.0,Non-Vegetarian,3.3,Medium,304,482.47,,48.96
U23103,50,Male,8.9,8.0,Vegetarian,4.1,Medium,316,373.94,,67.51
U23104,47,Female,5.7,8.0,Vegetarian,4.2,Medium,456,320.23,68.0,65.61
U23105,49,Female,7.6,3.0,Non-Vegetarian,7.8,Low,317,422.17,90.0,60.8
U23106,24,Male,,1.0,Vegetarian,11.0,Low,361,357.48,66.0,53.9
U23107,56,Male,8.6,1.0,Non-Vegetarian,3.6,Low,430,586.69,52.0,24.42
U23108,33,Other,9.7,9.0,Non-Vegetarian,8.6,Low,434,259.81,80.0,71.52
U23109,28,Other,9.8,5.0,Non-Vegetarian,7.5,Low,371,348.83,75.0,65.29
U23110,54,Male,4.6,5.0,Vegetarian,8.2,High,103,596.66,90.0,40.4
U23111,31,Other,9.5,6.0,Vegetarian,11.2,Medium,70,254.66,83.0,92.86
U23112,40,Female,8.1,9.0,Vegetarian,1.6,Low,147,504.33,88.0,47.81
U23113,48,Male,5.7,7.0,Non-Vegetarian,8.9,Low,6,496.78,87.0,39.63
U23114,45,Male,7.4,1.0,Non-Vegetarian,4.1,High,389,548.56,59.0,46.94
U23115,59,Male,5.2,1.0,Vegetarian,1.5,Medium,408,419.53,48.0,57.07
U23116,22,Female,9.7,1.0,Non-Vegetarian,6.6,Low,418,208.29,46.0,82.42
U23117,41,Female,8.3,5.0,Non-Vegetarian,2.5,Medium,302,439.56,82.0,69.55
U23118,35,Female,9.5,8.0,Vegetarian,3.3,High,226,320.04,62.0,81.19
U23119,21,Female,4.4,8.0,Non-Vegetarian,2.5,Medium,351,330.65,,65.92
U23120,40,Female,9.1,,Non-Vegetarian,7.5,Low,389,304.75,57.0,65.88
U23121,26,Male,7.0,8.0,Vegetarian,6.8,Low,413,445.34,77.0,38.82
U23122,28,Male,5.0,7.0,Non-Vegetarian,10.4,Low,20,268.08,67.0,63.82
U23123,52,Male,4.3,4.0,Non-Vegetarian,2.9,Medium,317,213.47,,98.33
U23124,28,Female,7.0,3.0,Vegetarian,9.7,Medium,338,419.31,76.0,59.8
U23125,24,Female,10.0,3.0,Non-Vegetarian,8.3,Medium,153,301.75,56.0,81.2
U23126,34,Female,7.9,5.0,Vegetarian,6.9,High,384,516.38,99.0,61.21
U23127,35,Female,5.0,6.0,Non-Vegetarian,6.2,Medium,361,460.86,52.0,35.67
U23128,43,Female,4.2,9.0,Vegetarian,3.7,Low,476,239.68,91.0,75.88
U23129,43,Male,6.8,10.0,Vegan,2.9,Low,64,258.59,74.0,76.87
U23130,34,Female,8.4,4.0,Non-Vegetarian,8.9,High,357,220.9,92.0,100.0
U23131,27,Female,6.0,,Non-Vegetarian,5.8,Low,295,467.43,50.0,37.49
U23132,47,Female,,1.0,Vegetarian,8.7,Medium,75,243.83,88.0,100.0
U23133,32,Female,6.3,1.0,Vegetarian,5.5,Medium,447,429.86,60.0,56.77
U23134,43,Female,6.8,7.0,Non-Vegetarian,10.8,High,336,346.01,62.0,60.01
U23135,58,Other,7.4,8.0,Vegan,3.4,High,149,333.39,62.0,76.16
U23136,45,Male,6.6,9.0,Non-Vegetarian,8.4,Low,132,335.08,50.0,44.11
U23137,36,Female,4.7,9.0,Vegetarian,8.8,Low,106,317.83,69.0,52.61
U23138,18,Female,4.7,8.0,Non-Vegetarian,9.0,Medium,247,362.95,68.0,53.47
U23139,51,Female,6.6,7.0,Vegan,2.9,Low,326,574.89,96.0,35.52
U23140,55,Male,4.4,7.0,Vegetarian,11.0,Medium,25,308.3,49.0,55.92
U23141,41,Female,6.1,5.0,Non-Vegetarian,9.0,Medium,331,291.18,45.0,61.05
U23142,58,Female,5.3,7.0,Vegetarian,2.2,High,385,450.63,47.0,44.0
U23143,41,Female,4.6,9.0,Non-Vegetarian,3.1,High,309,431.37,55.0,45.98
U23144,35,Female,5.9,8.0,Non-Vegetarian,5.3,Low,283,366.47,88.0,60.11
U23145,18,Female,9.0,5.0,Vegan,5.1,Medium,66,370.41,73.0,78.79
U23146,27,Female,8.5,6.0,Non-Vegetarian,1.4,Low,49,555.29,64.0,36.37
U23147,21,Male,5.9,,Non-Vegetarian,11.4,Medium,66,484.57,82.0,56.62
U23148,31,Male,4.9,6.0,Non-Vegetarian,7.9,Medium,42,411.47,66.0,54.53
U23149,38,Female,5.8,8.0,Non-Vegetarian,3.8,Low,9,425.79,52.0,39.76
U23150,43,Female,8.3,4.0,Non-Vegetarian,10.8,Medium,114,478.13,55.0,42.93
U23151,55,Female,6.1,2.0,Vegetarian,8.5,Low,152,317.16,69.0,69.05
U23152,22,Female,7.1,7.0,Non-Vegetarian,9.2,Medium,222,279.3,94.0,87.41
U23153,32,Male,9.8,4.0,Non-Vegetarian,5.1,Low,392,495.4,94.0,55.54
U23154,41,Female,7.2,5.0,Non-Vegetarian,1.0,Medium,233,223.85,70.0,100.0
U23155,27,Male,6.0,5.0,Non-Vegetarian,10.0,Medium,99,327.62,53.0,61.92
U23156,52,Male,4.0,1.0,Vegan,11.0,Medium,112,534.86,48.0,27.12
U23157,34,Male,6.7,9.0,Vegetarian,2.3,High,467,377.63,77.0,68.17
U23158,49,Male,8.2,7.0,Vegetarian,4.1,Low,55,398.58,66.0,56.72
U23159,26,Male,6.1,1.0,Non-Vegetarian,8.5,High,303,304.27,43.0,72.18
U23160,48,Other,6.7,7.0,Non-Vegetarian,8.3,Medium,330,332.81,73.0,66.38
U23161,58,Female,8.7,5.0,Non-Vegetarian,10.1,Low,254,279.69,,55.55
U23162,32,Male,9.3,7.0,Vegetarian,2.0,High,290,342.25,82.0,89.76
U23163,20,Male,9.0,8.0,Non-Vegetarian,10.6,Medium,382,427.57,73.0,48.7
U23164,57,Female,6.6,4.0,Vegetarian,1.1,Medium,99,505.22,85.0,64.87
U23165,52,Female,5.8,6.0,Vegetarian,2.5,Medium,436,521.52,42.0,26.21
U23166,30,Female,7.4,4.0,Non-Vegetarian,11.6,Low,28,290.09,42.0,56.49
U23167,39,Female,6.4,3.0,Vegetarian,11.6,Medium,434,555.19,45.0,15.69
U23168,24,Male,4.8,6.0,Non-Vegetarian,7.8,High,222,330.88,95.0,83.81
U23169,37,Female,7.0,7.0,Vegetarian,4.3,Medium,289,409.35,93.0,71.04
U23170,54,Female,6.1,6.0,Non-Vegetarian,3.6,Low,198,332.76,53.0,56.88
U23171,43,Female,5.4,9.0,Non-Vegetarian,9.5,Medium,361,463.63,54.0,26.06
U23172,36,Female,5.2,8.0,Vegetarian,4.2,High,432,591.31,59.0,20.41
U23173,47,Female,8.5,2.0,Non-Vegetarian,7.7,Medium,3,462.45,66.0,62.32
U23174,51,Male,7.3,1.0,Vegetarian,4.9,Low,100,236.47,40.0,78.84
U23175,52,Male,8.9,1.0,Vegetarian,4.3,Low,247,213.85,42.0,84.77
U23176,45,Female,10.0,7.0,Non-Vegetarian,7.6,Low,236,487.45,97.0,52.14
U23177,52,Female,,1.0,Non-Vegetarian,9.7,High,379,200.57,,100.0
U23178,51,Male,5.4,7.0,Non-Vegetarian,10.8,Low,91,595.61,88.0,18.51
U23179,33,Female,9.0,,Non-Vegetarian,7.4,Medium,311,335.62,50.0,64.74
U23180,49,Female,7.4,1.0,Non-Vegetarian,8.3,Low,406,359.73,,70.27
U23181,34,Female,8.0,10.0,Non-Vegetarian,3.1,Medium,102,361.97,88.0,77.98
U23182,41,Female,8.6,2.0,Vegetarian,4.7,Medium,176,272.35,88.0,100.0
U23183,22,Female,4.7,8.0,Vegetarian,8.8,Low,339,336.6,99.0,61.82
U23184,29,Female,6.7,7.0,Non-Vegetarian,3.5,Medium,416,555.9,40.0,18.18
U23185,39,Male,5.8,8.0,Non-Vegetarian,1.1,Medium,320,420.11,63.0,54.03
U23186,29,Male,9.2,10.0,Non-Vegetarian,8.5,Medium,196,460.26,83.0,51.52
U23187,46,Female,6.2,3.0,Non-Vegetarian,2.1,Low,328,216.99,48.0,79.53
U23188,56,Female,9.9,9.0,Non-Vegetarian,4.1,Low,68,296.16,63.0,71.43
U23189,56,Male,5.2,5.0,Non-Vegetarian,2.5,High,119,417.12,77.0,73.25
U23190,53,Male,7.3,7.0,Non-Vegetarian,8.0,Low,129,390.16,64.0,47.99
U23191,23,Male,7.9,1.0,Non-Vegetarian,5.1,High,203,566.19,54.0,44.72
U23192,25,Male,8.0,3.0,Vegetarian,6.8,Low,75,484.02,98.0,61.63
U23193,23,Female,5.6,7.0,Vegetarian,7.9,High,255,528.46,87.0,45.67
U23194,47,Female,6.8,8.0,Non-Vegetarian,5.9,Medium,388,577.29,86.0,32.78
U23195,36,Female,4.0,7.0,Non-Vegetarian,9.8,Medium,412,462.34,83.0,40.5
U23196,47,Male,7.1,,Non-Vegetarian,1.9,Medium,318,558.73,66.0,29.87
U23197,42,Female,5.5,2.0,Non-Vegetarian,4.9,Low,339,242.77,96.0,95.41
U23198,27,Female,9.8,1.0,Non-Vegetarian,8.1,Medium,415,531.56,83.0,55.06
U23199,19,Other,4.3,3.0,Vegetarian,2.2,Low,41,283.95,49.0,70.66
U23200,41,Male,5.6,8.0,Non-Vegetarian,7.9,High,204,568.96,64.0,26.44
U23201,45,Female,9.7,1.0,Non-Vegetarian,8.2,High,84,579.08,71.0,52.41
U23202,51,Other,,4.0,Non-Vegetarian,4.1,Medium,140,227.73,49.0,85.4
U23203,20,Female,5.4,1.0,Non-Vegetarian,4.9,Low,52,434.52,59.0,52.49
U23204,43,Male,6.9,2.0,Vegetarian,7.0,Low,476,369.79,58.0,52.15
U23205,39,Male,,7.0,Vegetarian,4.9,High,488,545.57,66.0,35.36
U23206,49,Male,7.0,10.0,Non-Vegetarian,9.0,High,216,297.45,75.0,74.11
U23207,53,Male,7.4,9.0,Non-Vegetarian,4.7,Medium,17,256.62,71.0,87.14
U23208,31,Male,9.3,7.0,Non-Vegetarian,11.8,Low,302,435.13,72.0,39.34
U23209,54,Other,8.4,6.0,Non-Vegetarian,10.3,Medium,460,217.63,60.0,78.88
U23210,20,Other,6.1,7.0,Vegetarian,5.4,High,250,408.45,44.0,49.02
U23211,45,Male,7.2,1.0,Vegetarian,4.6,Low,267,246.49,82.0,95.08
U23212,43,Male,7.1,9.0,Non-Vegetarian,3.4,Medium,26,343.79,52.0,64.28
U23213,57,Female,5.4,6.0,Vegan,10.9,Medium,60,248.69,93.0,91.3
U23214,27,Female,4.4,10.0,Non-Vegetarian,3.4,Medium,76,541.75,93.0,43.39
U23215,43,Female,8.9,10.0,Non-Vegetarian,1.2,Medium,283,422.21,45.0,47.47
U23216,57,Male,9.6,1.0,Vegan,5.7,Low,364,541.16,47.0,29.68
U23217,40,Male,4.0,10.0,Vegetarian,12.0,Medium,290,283.38,75.0,59.47
U23218,24,Female,4.4,4.0,Vegetarian,1.5,High,235,367.09,87.0,86.17
U23219,51,Female,4.3,1.0,Non-Vegetarian,10.7,Medium,418,401.98,64.0,52.19
U23220,29,Female,9.2,6.0,Non-Vegetarian,11.8,High,413,432.36,49.0,42.88
U23221,39,Male,6.9,10.0,Non-Vegetarian,3.9,Low,120,534.21,77.0,30.01
U23222,28,Male,7.0,10.0,Non-Vegetarian,9.9,Medium,342,379.81,92.0,60.01
U23223,26,Female,6.6,5.0,Vegetarian,9.8,Low,418,523.57,43.0,9.38
U23224,22,Female,7.1,4.0,Vegetarian,3.3,Medium,186,310.17,58.0,79.84
U23225,23,Male,4.5,10.0,Non-Vegetarian,1.9,Medium,289,555.07,41.0,13.36
U23226,24,Female,9.5,9.0,Non-Vegetarian,7.9,Low,278,404.06,98.0,60.25
U23227,35,Female,8.3,2.0,Non-Vegetarian,4.1,Low,437,540.89,88.0,46.56
U23228,32,Female,9.6,2.0,Non-Vegetarian,7.8,High,421,460.47,69.0,62.83
U23229,18,Female,4.1,10.0,Non-Vegetarian,10.2,Medium,309,299.76,51.0,47.26
U23230,32,Male,8.0,10.0,Non-Vegetarian,10.6,High,46,419.19,46.0,42.32
U23231,26,Female,8.8,10.0,Vegetarian,3.2,Low,10,519.19,56.0,29.07
U23232,24,Other,9.1,3.0,Vegetarian,5.8,Medium,195,458.85,66.0,61.12
U23233,26,Male,6.1,5.0,Vegetarian,10.9,High,150,226.9,64.0,87.03
U23234,28,Female,5.9,6.0,Non-Vegetarian,8.6,Low,184,522.69,83.0,32.6
U23235,20,Female,9.3,8.0,Vegan,8.2,High,349,235.05,54.0,81.14
U23236,30,Female,7.3,7.0,Non-Vegetarian,10.9,Low,313,417.73,,36.87
U23237,22,Male,,6.0,Non-Vegetarian,7.4,Low,226,558.55,84.0,30.69
U23238,49,Female,5.2,5.0,Non-Vegetarian,8.2,Medium,286,301.65,94.0,84.1
U23239,39,Female,4.3,2.0,Vegetarian,5.4,Low,211,347.88,75.0,66.8
U23240,43,Male,8.2,2.0,Non-Vegetarian,4.9,Medium,139,306.79,,89.64
U23241,20,Female,4.4,8.0,Non-Vegetarian,6.0,High,469,216.07,88.0,92.41
U23242,58,Male,6.1,3.0,Non-Vegetarian,5.8,Medium,285,416.15,40.0,47.44
U23243,25,Male,9.3,,Vegetarian,3.9,Low,55,534.61,88.0,45.55
U23244,41,Male,9.5,10.0,Non-Vegetarian,5.2,High,62,366.02,46.0,61.96
U23245,57,Female,6.1,,Vegetarian,10.8,Low,53,490.78,46.0,17.14
U23246,30,Male,6.4,6.0,Non-Vegetarian,6.6,Low,285,288.09,69.0,66.69
U23247,28,Female,7.5,6.0,Non-Vegetarian,11.4,Medium,48,474.42,92.0,56.87
U23248,55,Female,9.9,4.0,Vegetarian,11.1,Low,352,354.01,76.0,62.11
U23249,31,Male,6.7,8.0,Vegan,10.4,High,442,368.44,88.0,65.55
U23250,22,Female,8.7,2.0,Non-Vegetarian,10.6,Medium,387,266.87,98.0,99.28
U23251,30,Female,6.7,4.0,Non-Vegetarian,9.2,Low,250,482.17,66.0,34.24
U23252,41,Male,4.6,2.0,Vegetarian,9.7,Low,451,573.85,49.0,5.49
U23253,33,Female,7.8,5.0,Vegetarian,7.7,Medium,94,421.38,54.0,53.94
U23254,46,Other,5.9,7.0,Vegetarian,2.5,Low,40,415.33,45.0,41.53
U23255,36,Female,7.6,9.0,Vegetarian,6.5,Medium,327,345.61,,75.31
U23256,34,Female,5.6,10.0,Vegetarian,6.0,Medium,460,223.16,69.0,75.31
U23257,48,Male,6.3,3.0,Vegan,4.8,High,61,546.14,51.0,42.66
U23258,46,Male,7.1,6.0,Vegetarian,11.7,Medium,201,281.19,74.0,75.76
U23259,49,Male,6.1,2.0,Vegetarian,10.9,Medium,284,478.88,85.0,53.86
U23260,34,Female,9.7,5.0,Vegetarian,2.8,Medium,457,278.07,64.0,86.72
U23261,24,Female,7.4,4.0,Non-Vegetarian,4.9,Low,310,391.67,,65.47
U23262,55,Male,9.7,8.0,Vegetarian,9.6,Low,473,217.47,59.0,67.79
U23263,22,Male,4.8,9.0,Non-Vegetarian,2.0,Low,428,458.26,61.0,29.16
U23264,41,Female,6.1,5.0,Vegetarian,10.4,Medium,450,336.17,44.0,48.57
U23265,50,Female,7.1,7.0,Vegetarian,5.2,Low,458,278.21,76.0,69.87
U23266,40,Female,9.3,4.0,Vegan,7.8,Medium,311,300.05,69.0,82.17
U23267,31,Male,6.6,10.0,Non-Vegetarian,10.7,Low,338,493.21,92.0,29.19
U23268,51,Male,8.2,8.0,Non-Vegetarian,6.6,Medium,343,366.11,93.0,74.12
U23269,21,Male,7.7,,Non-Vegetarian,7.4,Medium,489,293.49,46.0,65.61
U23270,18,Male,4.0,5.0,Vegetarian,2.8,Medium,456,319.94,52.0,62.36
U23271,19,Female,7.9,9.0,Vegetarian,9.1,Medium,265,485.87,81.0,43.37
U23272,46,Female,7.5,8.0,Non-Vegetarian,8.9,Low,86,446.03,94.0,51.59
U23273,26,Male,5.9,7.0,Vegetarian,2.6,Medium,470,355.09,45.0,52.82
U23274,45,Female,7.2,2.0,Non-Vegetarian,4.1,Medium,140,492.15,90.0,69.43
U23275,50,Female,4.4,1.0,Vegetarian,2.1,Medium,141,382.12,63.0,73.64
U23276,40,Male,4.5,5.0,Non-Vegetarian,9.0,High,240,440.85,70.0,52.22
U23277,37,Male,,10.0,Non-Vegetarian,2.7,Low,165,301.95,55.0,61.83
U23278,48,Male,9.1,10.0,Non-Vegetarian,6.4,Medium,154,475.59,59.0,40.76
U23279,43,Female,7.1,3.0,Vegan,1.5,Low,103,464.4,81.0,61.99
U23280,48,Male,7.4,10.0,Vegetarian,4.8,Medium,268,278.1,58.0,69.89
U23281,49,Female,4.2,3.0,Vegetarian,4.3,Low,184,474.91,86.0,51.12
U23282,52,Male,6.0,4.0,Vegan,9.5,High,234,597.88,65.0,27.92
U23283,32,Male,9.9,2.0,Vegetarian,4.6,Low,227,233.85,83.0,100.0
U23284,32,Male,8.3,9.0,Vegetarian,8.4,High,412,407.28,62.0,50.88
U23285,54,Male,5.1,5.0,Non-Vegetarian,10.3,Medium,421,210.85,40.0,66.19
U23286,42,Female,9.6,3.0,Non-Vegetarian,6.3,High,401,377.81,81.0,83.26
U23287,37,Male,8.3,2.0,Non-Vegetarian,4.0,Medium,137,412.81,56.0,68.06
U23288,39,Female,8.4,5.0,Non-Vegetarian,6.7,Low,230,589.07,95.0,36.47
U23289,37,Female,8.5,7.0,Vegetarian,3.6,Medium,371,396.25,97.0,77.64
U23290,32,Male,4.5,4.0,Non-Vegetarian,11.0,High,352,367.95,49.0,50.64
U23291,47,Female,8.1,9.0,Non-Vegetarian,1.1,High,231,504.41,69.0,52.36
U23292,31,Female,5.7,3.0,Non-Vegetarian,11.8,Low,405,545.34,66.0,16.71
U23293,58,Female,8.9,7.0,Vegetarian,3.7,High,429,576.4,81.0,44.1
U23294,38,Female,7.1,8.0,Non-Vegetarian,8.1,Low,425,583.88,53.0,1.74
U23295,34,Male,5.4,8.0,Vegetarian,4.6,Low,197,269.11,46.0,57.11
U23296,22,Male,8.4,10.0,Non-Vegetarian,4.0,Low,154,478.58,48.0,26.96
U23297,32,Male,5.8,4.0,Vegan,7.6,Medium,255,359.96,78.0,71.11
U23298,44,Female,8.0,8.0,Vegetarian,11.6,Medium,477,212.54,44.0,64.64
U23299,56,Female,7.1,1.0,Non-Vegetarian,7.6,Medium,303,417.83,,56.1
U23300,37,Female,7.0,3.0,Non-Vegetarian,5.2,Low,90,583.59,42.0,17.13
U23301,58,Male,8.4,10.0,Vegan,6.1,Low,382,250.53,,56.76
U23302,52,Male,8.4,5.0,Non-Vegetarian,3.0,Medium,300,358.08,74.0,78.62
U23303,34,Male,,3.0,Non-Vegetarian,11.7,Low,43,234.42,99.0,95.82
U23304,26,Other,4.8,1.0,Vegetarian,1.3,Medium,89,341.7,53.0,78.42
U23305,59,Male,6.5,4.0,Non-Vegetarian,5.7,High,22,210.62,81.0,100.0
U23306,21,Female,9.8,5.0,Vegan,3.5,Medium,499,307.27,66.0,81.16
U23307,33,Female,5.3,2.0,Vegetarian,6.0,Low,192,396.65,82.0,63.65
U23308,33,Male,,3.0,Vegan,5.1,High,430,306.11,72.0,83.73
U23309,46,Male,5.5,2.0,Non-Vegetarian,2.3,Medium,32,512.76,65.0,54.95
U23310,49,Female,,9.0,Non-Vegetarian,5.6,Medium,120,595.04,91.0,33.53
U23311,49,Male,6.4,7.0,Non-Vegetarian,4.7,High,251,405.2,57.0,57.7
U23312,55,Female,9.5,7.0,Vegetarian,10.9,Low,162,455.47,98.0,53.5
U23313,56,Female,4.7,5.0,Vegetarian,11.5,Low,48,468.67,91.0,43.58
U23314,57,Female,9.6,,Vegetarian,4.4,High,244,475.5,44.0,42.47
U23315,55,Male,5.3,5.0,Non-Vegetarian,2.3,Low,342,435.06,61.0,43.3
U23316,56,Other,6.9,8.0,Non-Vegetarian,4.4,Medium,71,254.23,80.0,92.41
U23317,58,Female,9.0,8.0,Non-Vegetarian,8.0,Low,303,231.24,43.0,61.9
U23318,33,Female,8.5,5.0,Vegetarian,7.0,High,121,377.69,74.0,78.13
U23319,32,Male,9.9,8.0,Non-Vegetarian,10.3,Medium,480,254.31,92.0,87.36
U23320,35,Male,5.5,3.0,Non-Vegetarian,7.6,Medium,360,570.38,77.0,34.84
U23321,21,Female,5.5,7.0,Vegan,2.6,Medium,490,529.42,45.0,22.56
U23322,54,Male,8.3,5.0,Non-Vegetarian,3.3,Medium,39,532.25,82.0,58.16
U23323,57,Female,9.9,9.0,Non-Vegetarian,9.2,High,153,498.95,81.0,52.28
U23324,21,Female,9.9,4.0,Vegan,4.4,Medium,287,338.03,48.0,72.12
U23325,34,Male,4.9,1.0,Non-Vegetarian,1.5,High,111,355.17,61.0,84.64
U23326,34,Female,9.9,9.0,Non-Vegetarian,5.2,High,394,372.47,,60.54
U23327,51,Male,4.2,5.0,Non-Vegetarian,9.8,Low,477,590.03,91.0,16.32
U23328,36,Male,5.1,5.0,Non-Vegetarian,6.5,Medium,492,270.38,78.0,79.55
U23329,39,Female,7.8,9.0,Non-Vegetarian,8.0,High,65,260.7,44.0,72.85
U23330,56,Female,6.8,1.0,Vegetarian,4.4,Medium,344,593.63,66.0,37.18
U23331,18,Female,7.8,6.0,Non-Vegetarian,12.0,Low,223,344.8,74.0,55.67
U23332,35,Female,,5.0,Non-Vegetarian,6.6,Low,243,340.51,62.0,55.49
U23333,56,Other,7.0,8.0,Non-Vegetarian,10.4,Low,350,586.57,70.0,7.64
U23334,45,Male,8.4,2.0,Non-Vegetarian,11.0,Low,236,491.06,46.0,27.74
U23335,30,Male,5.1,2.0,Non-Vegetarian,7.8,Medium,350,578.24,63.0,27.63
U23336,52,Female,9.6,1.0,Non-Vegetarian,11.5,Low,166,323.58,72.0,73.7
U23337,26,Male,8.9,6.0,Non-Vegetarian,3.4,High,173,557.72,49.0,38.79
U23338,34,Male,8.5,2.0,Non-Vegetarian,3.6,Low,387,442.94,,57.54
U23339,51,Male,8.1,9.0,Vegan,11.2,High,486,587.09,85.0,26.33
U23340,32,Female,5.0,5.0,Non-Vegetarian,11.9,Low,23,598.77,66.0,9.89
U23341,26,Female,9.4,3.0,Non-Vegetarian,11.1,High,295,542.21,72.0,45.88
U23342,56,Male,7.3,5.0,Non-Vegetarian,3.9,Low,371,305.51,60.0,65.41
U23343,36,Female,4.6,3.0,Non-Vegetarian,9.7,Medium,371,577.03,87.0,33.56
U23344,28,Other,9.6,9.0,Non-Vegetarian,1.3,Low,91,558.19,57.0,27.9
U23345,41,Female,7.9,3.0,Vegan,6.0,Low,389,393.06,62.0,53.51
U23346,38,Male,8.9,3.0,Vegetarian,1.6,Low,417,592.29,86.0,40.35
U23347,35,Female,7.3,4.0,Vegetarian,4.5,Low,157,537.74,99.0,51.59
U23348,43,Male,9.0,2.0,Non-Vegetarian,4.3,High,82,207.11,90.0,100.0
U23349,21,Female,9.1,6.0,Non-Vegetarian,6.5,Medium,450,412.62,66.0,56.68
U23350,19,Female,7.4,4.0,Vegan,3.3,High,347,317.2,61.0,82.54
U23351,34,Female,6.9,1.0,Vegetarian,6.9,High,473,543.37,97.0,59.93
U23352,18,Female,7.4,6.0,Vegetarian,11.7,Medium,194,387.13,77.0,60.35
U23353,30,Female,4.5,8.0,Non-Vegetarian,9.1,Medium,82,589.0,57.0,13.04
U23354,27,Male,9.5,2.0,Non-Vegetarian,11.6,Low,441,300.48,41.0,54.2
